Restaurant_ID,Delivery_fee,Service_fee,Packaging_fee,Estimated_delivery_time,Average_delivery_time,Peak_hour_multiplier,Minimum_order,Cancellation_rate,Availability
RES003086,0.07,3.17,0.34,55,59,1.79,18.3,0.01,True
RES003089,8.56,3.74,0.77,53,56,2.37,20.04,0.026,False
RES003092,9.15,0.1,0.32,80,80,1.89,2.36,0.027,True
RES003094,1.22,2.8,0.61,53,53,1.4,7.27,0.064,True
RES003095,4.89,2.65,1.81,81,85,1.18,10.31,0.088,False
RES003098,3.94,4.96,0.74,64,61,2.19,21.28,0.074,True
RES003099,8.47,1.87,0.65,79,82,1.62,2.81,0.021,False
RES003101,7.19,0.7,1.4,58,68,1.94,17.44,0.069,True
RES003102,6.65,2.16,1.03,43,49,1.17,5.81,0.076,True
RES003104,9.7,4.98,1.84,81,85,1.45,17.31,0.068,True
RES003106,4.32,3.21,0.14,47,57,2.41,3.32,0.01,True
RES003107,7.42,3.97,1.95,85,83,1.61,2.1,0.075,False
RES003109,2.18,0.55,0.32,86,88,2.49,19.95,0.052,False
RES003110,9.72,2.12,1.14,80,80,1.2,14.15,0.051,True
RES003115,2.75,2.94,1.07,38,39,1.62,7.21,0.051,False
RES003119,9.38,3.2,0.66,47,56,2.29,24.66,0.05,False
RES003120,8.8,0.49,0.5,24,20,1.8,21.35,0.037,True
RES003122,7.68,2.74,1.94,57,55,1.08,12.78,0.085,False
RES003123,8.41,3.59,0.18,15,20,1.92,16.34,0.055,True
RES003125,6.41,1.4,1.41,67,73,1.74,1.22,0.012,False
RES003126,1.94,4.14,1.46,90,98,2.49,10.42,0.091,False
RES003127,2.6,2.81,1.35,87,86,2.26,18.5,0.084,True
RES003129,7.32,1.23,1.95,15,21,1.36,21.53,0.078,False
RES003131,2.97,3.11,0.6,19,15,1.54,5.82,0.021,False
RES003133,5.07,4.32,0.6,42,38,1.19,20.41,0.049,True
RES003134,3.89,1.97,1.43,40,38,1.52,0.47,0.056,False
RES003135,7.16,4.34,1.72,65,65,1.67,17.04,0.086,False
RES003137,5.78,1.95,0.56,47,46,1.99,4.12,0.066,True
RES003139,2.62,2.79,0.06,30,34,1.8,22.93,0.008,False
RES003140,5.41,0.27,0.98,44,50,2.17,16.64,0.036,True
RES003142,6.47,1.55,0.48,74,74,1.56,6.71,0.072,True
RES003144,1.02,3.89,1.77,68,71,1.8,23.17,0.056,False
RES003145,8.84,4.81,1.55,56,64,1.78,17.47,0.018,True
RES003146,3.21,1.52,0.56,21,30,2.36,10.15,0.035,True
RES003147,0.92,3.69,0.17,47,52,1.12,5.99,0.023,True
RES003148,2.93,3.49,0.5,21,24,2.35,20.91,0.036,True
RES003149,3.38,1.77,1.39,89,89,1.67,18.56,0.094,True
RES003151,3.57,0.12,0.74,69,78,1.84,7.24,0.038,False
RES003152,8.42,0.36,0.57,35,40,1.84,14.15,0.027,True
RES003153,6.44,2.63,1.72,89,88,2.29,19.16,0.092,True
RES003154,1.13,0.36,1.87,80,84,1.66,6.96,0.02,False
RES003157,2.63,1.43,1.05,44,40,1.97,16.37,0.027,False
RES003159,8.42,4.04,1.22,55,56,1.62,16.37,0.059,False
RES003160,5.86,3.43,0.63,65,71,1.51,0.71,0.007,True
RES003161,6.4,1.34,1.68,24,32,1.55,1.68,0.003,False
RES003164,8.88,1.4,1.38,24,21,1.8,20.99,0.061,False
RES003165,3.68,3.92,1.67,46,52,1.69,10.47,0.048,False
RES003166,9.39,2.89,0.14,52,58,1.94,8.92,0.086,True
RES003167,5.78,2.6,1.86,42,40,1.38,12.21,0.007,False
RES003170,8.66,3.02,0.17,84,84,2.13,14.94,0.08,False
RES003173,8.64,4.7,1.78,38,38,1.3,24.55,0.055,False
RES003178,0.54,0.87,1.22,80,81,2.36,23.39,0.089,True
RES003179,9.12,0.12,0.8,25,28,2.39,21.4,0.048,True
RES003180,4.84,1.75,2.0,56,56,2.0,21.97,0.021,True
RES003182,3.76,1.0,1.78,65,62,1.43,18.52,0.058,True
RES003184,3.55,1.34,1.71,65,65,2.21,6.19,0.04,True
RES003185,4.34,0.89,0.06,22,24,2.03,22.23,0.044,True
RES003186,8.25,3.36,1.8,69,66,1.65,16.32,0.046,True
RES003187,9.97,4.74,0.67,63,62,1.41,2.72,0.003,False
RES003188,2.84,3.15,1.6,79,80,1.62,10.73,0.033,True
RES003191,2.63,1.33,0.47,49,51,2.0,22.28,0.009,True
RES003192,3.39,1.62,1.15,79,85,1.91,0.13,0.016,True
RES003194,3.64,4.5,1.9,68,75,2.02,10.24,0.062,True
RES003195,4.0,2.49,0.88,70,79,2.39,21.93,0.002,True
RES003197,2.09,4.98,0.37,62,69,1.7,3.44,0.065,False
RES003198,2.04,3.52,1.82,42,42,1.05,9.98,0.037,False
RES003199,0.03,2.29,1.52,23,21,2.17,18.4,0.018,True
RES003200,8.7,1.81,1.41,46,56,2.3,22.05,0.025,False
RES003201,9.31,1.06,1.42,16,21,1.65,10.9,0.082,True
RES003202,6.15,0.44,1.39,27,24,1.68,10.72,0.06,False
RES003204,1.2,3.07,0.22,54,59,1.21,15.61,0.018,False
RES003205,4.64,4.17,0.2,36,40,1.98,2.62,0.014,False
RES003207,2.21,4.63,0.47,46,44,1.52,12.15,0.022,True
RES003209,9.76,3.41,1.59,85,93,2.19,24.43,0.044,True
RES003210,2.87,4.65,1.87,19,21,1.88,21.26,0.056,False
RES003212,4.24,4.45,1.5,79,82,1.91,4.38,0.004,True
RES003214,0.12,3.73,1.98,78,84,1.33,24.89,0.059,False
RES003215,5.94,2.07,1.12,85,81,2.15,5.72,0.004,False
RES003217,0.25,0.38,1.65,53,56,1.76,12.79,0.081,True
RES003218,2.5,1.5,0.17,22,26,1.86,7.81,0.095,True
RES003219,7.74,2.57,1.4,29,27,1.35,13.04,0.089,False
RES003221,5.42,1.13,1.11,54,62,2.27,0.88,0.038,False
RES003222,3.62,1.73,0.44,42,42,1.73,10.98,0.088,False
RES003223,5.59,1.49,0.07,38,46,2.31,11.56,0.025,True
RES003224,3.59,2.1,1.01,81,89,1.4,2.95,0.079,True
RES003225,3.19,3.26,0.5,69,77,2.38,22.45,0.023,True
RES003226,7.45,2.74,0.12,63,58,1.7,21.15,0.008,False
RES003228,0.7,1.11,1.46,71,66,2.4,9.83,0.03,False
RES003229,5.01,1.2,1.84,65,73,1.87,16.64,0.089,True
RES003230,4.06,1.84,0.71,74,73,1.53,15.5,0.019,True
RES003234,9.99,3.86,0.86,31,40,1.48,9.83,0.066,True
RES003236,9.22,2.03,1.7,39,49,2.25,13.2,0.022,True
RES003237,0.32,3.29,1.73,47,53,1.66,4.17,0.06,True
RES003238,7.86,4.8,1.61,46,44,1.19,10.26,0.04,True
RES003239,7.12,2.42,1.91,71,71,1.41,16.04,0.027,False
RES003241,0.13,1.47,1.51,15,16,1.59,3.52,0.002,False
RES003242,0.47,1.86,0.87,85,89,2.27,12.52,0.067,False
RES003246,0.95,0.59,1.39,51,51,2.04,7.0,0.012,True
RES003247,5.18,0.85,1.67,46,54,2.33,9.88,0.095,True
RES003248,0.34,2.67,1.36,38,35,1.51,18.46,0.046,True
RES003249,8.26,4.13,1.33,60,67,2.26,8.49,0.083,False
RES003252,4.82,1.34,1.17,73,78,1.47,0.32,0.05,True
RES003253,7.14,0.1,1.37,74,82,1.45,16.98,0.021,False
RES003256,6.8,2.29,0.93,37,39,1.98,8.16,0.051,False
RES003257,0.89,1.82,0.28,39,45,1.2,21.33,0.008,True
RES003258,2.33,2.11,0.33,23,24,2.15,6.05,0.019,True
RES003259,6.86,0.05,1.76,41,42,1.23,12.72,0.047,False
RES003260,1.17,4.14,0.94,50,54,2.36,3.64,0.021,False
RES003261,6.35,1.12,1.91,24,32,1.49,18.51,0.056,False
RES003262,4.76,0.28,0.55,18,28,2.43,2.48,0.039,True
RES003263,4.39,2.99,1.26,23,25,2.38,20.11,0.049,False
RES003265,5.18,0.76,0.46,80,80,1.63,11.06,0.058,False
RES003267,4.19,0.21,0.6,36,31,1.64,8.1,0.061,True
RES003268,1.18,2.85,0.74,46,43,1.8,5.49,0.035,True
RES003269,4.55,4.55,0.18,87,89,1.95,17.02,0.08,True
RES003271,0.93,0.39,0.94,61,59,2.09,14.97,0.031,True
RES003273,8.83,1.71,1.74,89,95,1.28,24.98,0.06,True
RES003274,8.5,0.4,0.37,74,80,1.38,3.91,0.095,False
RES003275,7.88,0.03,1.57,33,39,1.23,3.75,0.0,False
RES003276,1.43,4.28,0.43,39,43,1.54,0.36,0.022,False
RES003277,5.86,2.18,1.99,59,54,2.34,13.13,0.09,False
RES003279,7.87,1.96,0.26,76,75,1.7,19.44,0.005,False
RES003285,5.38,1.94,0.94,35,32,1.85,23.47,0.023,True
RES003287,3.64,3.9,0.69,69,73,1.79,8.14,0.004,False
RES003288,5.47,2.96,0.26,84,85,2.06,0.82,0.034,True
RES003289,5.72,1.54,1.34,46,41,1.2,8.12,0.075,True
RES003290,0.79,4.85,1.01,76,74,1.73,3.89,0.057,True
RES003291,1.41,3.99,0.59,85,84,2.0,18.01,0.062,True
RES003292,6.1,1.2,0.72,57,62,1.78,16.01,0.015,False
RES003295,2.36,1.19,0.73,57,59,2.38,11.23,0.063,False
RES003297,2.99,4.21,1.02,63,66,2.18,4.69,0.056,False
RES003298,3.02,3.89,0.65,81,76,1.34,4.18,0.015,False
RES003299,2.63,1.32,0.29,88,84,2.33,8.29,0.03,False
RES003301,4.43,4.62,1.3,56,65,2.14,9.04,0.049,False
RES003302,3.72,0.94,1.2,78,82,1.76,5.94,0.062,False
RES003303,6.07,1.59,1.16,76,75,2.28,0.25,0.012,True
RES003306,5.08,3.51,0.13,42,42,1.27,14.64,0.055,False
RES003307,1.22,0.97,1.27,67,63,1.62,15.94,0.08,False
RES003309,4.49,3.24,0.93,19,16,2.08,12.09,0.029,True
RES003310,9.32,1.47,0.3,41,44,1.92,17.97,0.056,True
RES003313,8.5,2.05,0.78,38,33,1.51,3.71,0.063,False
RES003317,2.14,2.71,1.92,29,33,2.1,3.97,0.03,True
RES003318,3.96,1.74,0.9,73,73,1.68,6.2,0.021,True
RES003319,5.3,1.65,0.68,76,86,2.2,9.59,0.029,False
RES003320,1.58,1.32,1.07,38,42,1.68,13.69,0.007,False
RES003321,6.52,0.49,1.4,33,29,1.29,12.98,0.073,False
RES003322,8.14,2.69,0.03,48,50,1.11,23.09,0.006,True
RES003323,1.78,3.38,0.43,71,76,2.33,10.21,0.019,True
RES003324,7.49,2.19,1.45,57,52,1.49,12.55,0.034,True
RES003325,5.09,1.22,0.78,23,31,1.33,21.1,0.072,False
RES003326,1.69,4.02,0.33,21,28,1.87,8.92,0.047,True
RES003327,2.2,0.82,0.84,82,77,2.08,4.1,0.06,True
RES003330,1.68,1.79,0.74,43,52,1.29,18.29,0.073,True
RES003331,4.04,1.4,1.43,31,32,2.02,19.78,0.005,False
RES003332,5.81,0.92,0.79,36,36,1.84,8.03,0.001,False
RES003333,2.63,3.83,0.55,75,84,2.38,10.35,0.043,False
RES003334,8.95,3.66,1.84,59,69,1.42,23.11,0.069,True
RES003336,6.59,1.35,0.68,82,90,1.98,17.55,0.077,False
RES003337,8.06,4.35,1.97,22,27,1.51,2.75,0.018,True
RES003338,6.51,4.02,0.07,38,45,2.38,14.58,0.059,False
RES003339,7.76,4.54,0.12,41,46,1.65,9.72,0.053,True
RES003340,4.19,4.77,1.76,45,54,1.55,11.6,0.054,False
RES003343,7.94,4.45,0.17,24,30,2.47,7.99,0.076,False
RES003345,4.21,2.2,0.98,31,36,1.08,23.1,0.047,True
RES003346,0.81,4.36,1.96,50,53,1.35,20.37,0.051,False
RES003347,1.06,0.7,0.37,43,39,1.8,9.82,0.037,False
RES003349,2.66,2.0,1.88,34,43,1.83,20.47,0.053,True
RES003353,3.54,1.45,0.62,75,75,1.78,24.58,0.052,False
RES003355,9.0,0.27,0.83,62,58,2.28,16.85,0.017,False
RES003356,4.05,4.06,0.56,21,20,1.05,3.41,0.085,False
RES003357,5.49,4.49,1.16,63,66,2.36,8.03,0.027,False
RES003362,6.89,2.09,1.54,90,98,2.26,16.11,0.094,False
RES003363,7.68,4.67,1.73,75,82,1.93,22.68,0.075,True
RES003366,4.66,1.52,1.83,61,66,1.6,23.01,0.037,True
RES003371,5.31,4.6,0.03,64,65,1.44,2.31,0.018,True
RES003372,3.42,3.55,0.28,51,50,2.08,24.37,0.069,True
RES003374,7.35,3.89,0.32,46,55,1.96,4.88,0.018,True
RES003375,1.33,2.84,0.18,47,47,1.38,7.08,0.041,False
RES003378,3.64,0.89,1.88,46,55,1.51,21.39,0.0,True
RES003381,1.71,2.02,0.35,52,57,1.27,2.71,0.049,True
RES003382,8.3,0.5,0.11,89,87,2.37,18.45,0.018,False
RES003383,6.37,1.3,0.96,56,60,2.01,16.1,0.002,True
RES003384,0.61,1.16,0.49,88,95,1.3,9.79,0.063,False
RES003385,7.77,2.85,0.15,15,18,1.01,0.04,0.072,False
RES003386,0.83,0.56,0.8,67,75,1.06,6.18,0.009,True
RES003387,2.16,4.61,1.25,59,55,1.41,23.45,0.066,True
RES003388,0.06,0.86,1.6,23,23,1.38,24.67,0.054,True
RES003389,8.59,3.89,1.88,36,35,1.94,13.55,0.038,False
RES003390,0.25,4.41,0.14,63,59,1.28,19.47,0.001,True
RES003394,4.99,0.04,1.54,67,69,2.12,7.8,0.066,False
RES003396,7.39,1.34,0.73,83,83,1.6,6.77,0.035,True
RES003397,2.8,3.38,1.82,55,63,1.33,21.2,0.045,False
RES003398,3.36,0.13,1.96,64,60,1.42,22.0,0.09,True
RES003401,8.24,3.93,0.57,83,93,2.25,21.21,0.092,True
RES003403,8.42,3.91,1.27,81,91,1.11,11.11,0.049,False
RES003404,8.81,2.9,0.72,34,43,2.26,8.6,0.047,True
RES003410,7.96,0.33,0.7,64,59,1.94,13.47,0.026,True
RES003411,1.22,2.96,1.6,21,26,1.68,5.57,0.008,False
RES003412,0.53,1.4,0.13,75,79,2.12,12.33,0.083,True
RES003413,8.82,1.15,1.69,38,40,2.36,12.28,0.02,False
RES003415,3.85,2.3,0.05,49,47,1.44,5.03,0.006,True
RES003416,8.25,4.22,0.79,82,83,1.68,24.0,0.04,True
RES003417,1.0,4.77,0.82,69,65,1.71,7.56,0.007,False
RES003418,8.77,3.34,1.73,58,63,2.46,19.36,0.08,True
RES003419,2.38,4.76,1.62,85,91,2.12,22.66,0.065,True
RES003421,4.82,3.94,0.21,52,48,2.34,18.59,0.002,True
RES003423,4.64,2.24,0.65,90,100,1.81,4.37,0.027,True
RES003424,5.28,1.67,1.27,44,54,1.49,12.76,0.018,True
RES003426,7.91,3.61,1.66,60,56,1.35,16.38,0.041,False
RES003427,1.1,1.83,1.4,82,92,1.96,5.75,0.072,True
RES003428,6.27,1.12,1.8,84,94,2.03,8.38,0.043,False
RES003429,3.69,4.46,0.35,49,59,1.93,6.05,0.096,True
RES003430,6.93,4.27,1.48,21,18,2.14,3.96,0.001,False
RES003431,4.32,1.72,1.18,41,42,2.39,9.99,0.058,True
RES003434,8.03,2.89,2.0,21,29,1.14,9.53,0.076,True
RES003435,2.82,3.25,1.83,72,80,1.24,14.13,0.049,True
RES003436,9.82,4.65,0.47,59,58,2.14,6.5,0.037,False
RES003438,2.28,3.08,1.35,85,92,1.63,21.22,0.076,True
RES003439,0.84,3.69,1.05,82,89,2.32,21.34,0.06,False
RES003440,4.29,1.62,0.93,78,84,2.19,1.88,0.061,True
RES003442,3.37,3.13,0.41,85,95,2.09,22.22,0.008,False
RES003444,5.54,0.42,0.94,61,58,2.06,3.75,0.087,False
RES003445,6.71,3.69,1.42,85,91,2.06,6.28,0.079,True
RES003448,2.14,4.82,1.87,87,88,1.06,13.53,0.068,False
RES003450,2.07,1.03,0.25,42,39,2.25,1.64,0.0,False
RES003451,1.85,3.92,1.44,84,88,1.82,19.04,0.062,True
RES003452,0.49,0.35,1.49,72,79,1.69,8.96,0.014,False
RES003453,0.76,2.63,0.97,27,37,1.18,21.42,0.054,True
RES003454,2.73,1.9,1.92,49,57,2.26,21.15,0.099,True
RES003459,2.1,1.91,1.88,83,81,1.27,11.81,0.059,True
RES003460,9.06,4.63,1.99,63,63,2.01,9.18,0.043,False
RES003461,4.0,0.58,0.18,90,91,1.25,6.87,0.031,True
RES003462,2.58,2.57,1.65,68,78,1.59,21.99,0.086,False
RES003464,1.91,3.97,0.63,19,21,1.79,17.52,0.098,False
RES003465,7.64,4.48,0.45,68,63,1.59,5.17,0.005,False
RES003467,3.36,1.18,0.92,19,24,1.01,5.8,0.062,False
RES003468,7.52,1.22,0.6,69,73,1.35,2.02,0.024,True
RES003469,1.38,0.51,0.03,84,83,1.85,1.07,0.086,True
RES003470,1.73,4.17,1.0,75,70,2.2,17.44,0.067,True
RES003471,4.87,0.56,0.09,38,37,1.6,16.62,0.092,False
RES003473,2.44,3.97,1.16,83,89,1.07,16.61,0.068,False
RES003475,8.34,1.94,1.45,17,16,1.97,16.69,0.06,True
RES003476,7.03,2.87,1.72,66,75,1.86,7.39,0.029,False
RES003478,9.08,0.58,1.02,51,50,1.74,15.54,0.068,True
RES003480,1.29,4.46,1.35,74,81,1.83,3.75,0.066,True
RES003481,1.63,1.06,0.7,36,45,2.42,13.85,0.03,False
RES003482,0.65,2.48,0.97,65,65,2.21,15.66,0.072,True
RES003483,7.18,0.05,0.54,63,70,1.07,8.61,0.079,True
RES003485,9.02,2.19,1.82,32,40,2.29,14.07,0.051,False
RES003486,9.33,0.81,0.85,50,59,1.08,3.27,0.056,True
RES003489,3.66,3.05,1.21,16,22,1.53,1.55,0.085,False
RES003490,2.66,3.78,1.59,75,84,2.3,21.44,0.081,False
RES003491,1.67,2.0,1.74,28,35,2.47,22.48,0.027,True
RES003492,7.01,1.74,0.65,76,83,2.06,14.17,0.014,True
RES003493,8.33,2.42,0.63,26,32,1.41,17.92,0.048,True
RES003496,3.28,4.49,0.77,52,47,1.91,20.16,0.036,True
RES003498,4.34,1.53,1.03,48,50,2.14,17.19,0.081,True
RES003499,0.86,2.78,1.89,51,61,1.68,16.45,0.082,False
RES003500,4.1,1.07,0.48,17,16,1.67,22.8,0.046,False
RES003503,5.34,4.23,0.23,45,50,1.86,10.84,0.068,False
RES003504,5.17,3.94,0.42,19,21,2.39,6.14,0.028,False
RES003506,5.36,2.73,0.7,73,83,1.2,21.53,0.004,False
RES003507,5.63,4.6,0.05,53,60,1.91,2.12,0.053,True
RES003509,2.96,1.93,0.87,63,66,1.62,4.58,0.0,False
RES003510,9.87,4.7,0.61,72,80,2.33,12.27,0.076,False
RES003512,3.13,4.0,0.44,28,37,1.12,17.85,0.039,False
RES003513,6.82,0.27,0.13,81,78,2.35,24.87,0.058,False
RES003514,9.96,3.16,0.65,78,74,1.03,12.46,0.043,False
RES003516,6.78,2.75,0.23,67,70,2.3,21.33,0.089,True
RES003518,3.5,4.13,1.83,54,61,2.15,14.96,0.011,False
RES003519,0.51,4.23,1.24,28,25,1.6,6.14,0.078,True
RES003521,7.86,3.0,1.4,74,80,1.04,17.45,0.093,True
RES003523,2.7,4.72,1.83,27,31,2.01,1.42,0.062,False
RES003524,4.79,1.9,0.01,81,79,2.27,24.91,0.016,False
RES003525,0.32,1.15,1.01,54,52,1.22,1.78,0.037,True
RES003527,1.43,3.76,0.04,41,39,2.21,3.29,0.083,False
RES003528,4.19,0.3,1.16,36,39,1.65,12.37,0.084,True
RES003529,7.21,2.51,1.64,68,63,2.01,3.32,0.005,True
RES003531,4.62,4.35,0.71,44,51,1.05,3.06,0.041,False
RES003537,4.61,0.03,1.09,23,19,1.95,4.61,0.084,False
RES003538,7.07,4.6,0.38,63,61,1.62,19.56,0.08,False
RES003541,5.89,0.21,1.25,87,85,1.39,7.07,0.078,False
RES003542,7.54,4.96,0.39,43,39,2.22,3.68,0.084,True
RES003544,3.46,4.19,1.25,21,30,1.88,4.97,0.003,True
RES003545,0.5,4.9,1.78,53,49,2.4,7.76,0.017,True
RES003546,5.89,4.46,0.7,82,79,2.36,0.15,0.074,True
RES003547,0.53,4.55,1.93,90,94,2.29,13.34,0.088,True
RES003548,2.6,1.0,0.85,38,44,1.04,5.94,0.03,False
RES003549,4.03,0.82,1.86,42,49,2.05,19.14,0.075,True
RES003550,9.5,4.47,1.98,72,71,1.88,20.21,0.028,True
RES003551,0.28,2.52,1.04,44,39,1.99,24.05,0.021,False
RES003552,9.76,1.68,1.96,52,58,1.63,17.3,0.065,False
RES003553,8.53,4.81,0.52,61,62,2.45,12.26,0.029,False
RES003554,6.32,0.24,2.0,90,95,1.5,12.32,0.077,True
RES003559,6.25,4.67,0.73,88,88,2.09,19.4,0.019,False
RES003560,5.12,0.34,1.78,56,66,2.05,5.75,0.095,False
RES003563,3.92,2.39,0.69,22,22,1.23,13.05,0.045,True
RES003565,5.54,4.39,1.4,31,31,2.33,0.07,0.093,False
RES003567,8.39,0.19,1.43,66,67,2.19,14.42,0.037,True
RES003568,4.36,3.78,0.94,74,79,1.67,7.38,0.088,True
RES003570,7.15,3.26,0.2,45,46,2.13,3.97,0.069,True
RES003571,3.87,1.27,0.47,25,31,1.92,20.54,0.063,False
RES003574,4.88,0.09,0.78,24,24,2.32,18.73,0.084,False
RES003575,9.77,2.97,1.49,62,59,1.79,3.0,0.085,False
RES003576,8.96,0.71,1.64,65,69,2.45,10.12,0.085,True
RES003579,8.55,3.43,0.5,52,53,1.23,21.54,0.072,False
RES003580,0.34,0.25,1.68,52,52,1.78,0.34,0.078,True
RES003581,0.05,0.15,1.31,45,43,1.14,9.23,0.021,True
RES003583,2.61,1.13,0.44,61,68,1.14,5.3,0.085,True
RES003584,6.83,1.43,1.23,57,58,1.22,20.83,0.004,True
RES003586,3.43,1.0,0.27,58,58,1.05,12.37,0.024,False
RES003587,9.58,3.18,0.25,19,20,1.99,23.96,0.063,True
RES003588,8.77,2.41,1.97,15,20,1.36,7.57,0.066,False
RES003591,9.94,0.04,0.31,46,52,2.29,0.13,0.086,True
RES003592,6.09,3.58,0.81,45,41,1.07,7.97,0.034,False
RES003593,6.29,0.79,0.69,83,83,1.74,15.99,0.028,True
RES003594,9.73,4.33,1.48,25,27,1.86,3.88,0.089,True
RES003595,9.1,1.01,1.84,15,11,1.26,1.17,0.081,False
RES003596,0.89,1.59,0.84,23,32,1.4,8.04,0.068,False
RES003597,8.66,4.46,0.14,76,84,1.9,5.64,0.09,True
RES003599,1.69,2.52,1.42,25,31,1.27,9.81,0.033,False
RES003601,2.07,0.88,0.08,50,60,1.89,6.2,0.079,True
RES003603,3.67,2.03,1.29,33,33,1.16,9.57,0.028,False
RES003604,3.48,3.22,1.1,52,53,2.44,14.26,0.062,False
RES003606,0.39,2.59,0.59,33,29,2.43,17.83,0.096,False
RES003607,1.57,4.75,1.27,65,64,1.93,22.12,0.054,False
RES003609,7.38,0.04,0.41,50,45,2.34,20.27,0.022,False
RES003610,1.2,4.77,1.33,61,59,1.36,14.59,0.083,False
RES003611,2.38,4.87,0.47,36,42,2.24,12.39,0.018,False
RES003614,8.5,1.86,0.29,57,58,1.25,9.73,0.053,True
RES003615,0.81,4.98,0.89,19,26,2.13,10.53,0.068,True
RES003616,5.87,3.31,1.48,42,50,1.69,17.04,0.049,True
RES003617,4.05,2.15,1.84,89,92,1.85,2.08,0.041,True
RES003620,1.56,2.59,1.04,24,32,2.14,16.21,0.004,False
RES003621,7.9,3.71,0.59,89,90,1.78,24.45,0.002,True
RES003623,8.73,3.95,1.84,59,54,1.77,8.1,0.097,True
RES003624,5.85,0.3,1.46,78,85,2.14,8.79,0.066,True
RES003627,7.84,4.57,1.1,19,15,2.07,1.4,0.098,False
RES003628,4.82,1.72,1.73,80,84,1.78,5.11,0.066,True
RES003629,0.35,1.24,0.34,77,78,1.75,16.64,0.083,True
RES003630,7.96,4.07,1.83,46,56,1.82,10.32,0.023,True
RES003631,8.7,3.93,1.53,61,56,1.13,21.28,0.012,True
RES003632,9.65,2.31,1.27,38,40,1.32,1.15,0.005,False
RES003633,7.22,2.64,0.56,18,28,1.26,20.85,0.032,True
RES003635,7.42,4.64,1.1,28,28,1.76,24.38,0.097,True
RES003636,3.92,4.77,0.03,19,16,1.53,24.32,0.098,True
RES003637,9.17,3.85,1.48,43,49,1.64,16.21,0.079,False
RES003638,2.13,3.65,1.87,50,57,1.6,16.18,0.078,False
RES003639,5.29,0.59,0.41,43,39,1.45,12.64,0.024,False
RES003641,6.18,2.87,1.8,28,32,1.11,4.07,0.07,False
RES003643,9.26,1.53,1.34,86,91,1.59,3.4,0.062,True
RES003644,8.48,3.27,1.69,26,28,1.86,17.4,0.073,True
RES003645,8.77,0.15,0.97,84,83,2.29,20.65,0.029,False
RES003646,8.18,0.48,1.31,39,48,1.21,9.17,0.062,False
RES003647,4.65,0.29,0.49,90,92,1.9,20.0,0.046,False
RES003649,1.39,2.4,1.16,43,46,1.12,11.19,0.037,False
RES003653,3.38,2.97,1.48,46,42,1.32,14.65,0.068,False
RES003654,9.3,3.76,0.98,48,58,2.35,13.09,0.002,True
RES003658,4.34,3.6,1.53,17,20,1.79,0.52,0.069,True
RES003659,0.43,3.5,0.14,51,54,1.76,10.36,0.062,True
RES003661,9.61,3.35,0.51,74,71,1.77,10.43,0.059,False
RES003662,4.31,2.2,0.15,35,32,1.05,22.31,0.083,False
RES003663,9.16,4.02,1.74,23,18,1.5,11.0,0.085,True
RES003664,1.33,1.6,1.17,76,76,1.59,7.75,0.041,True
RES003667,6.55,2.13,1.2,76,84,1.41,19.51,0.048,False
RES003669,9.81,2.16,0.73,54,55,1.97,4.86,0.038,False
RES003671,2.51,4.58,0.89,34,40,1.4,12.61,0.08,True
RES003673,8.59,4.17,0.61,68,77,1.93,2.01,0.034,False
RES003674,1.06,3.93,1.13,74,75,1.02,21.05,0.086,False
RES003675,4.71,2.65,0.58,17,18,1.83,14.9,0.049,True
RES003676,8.72,1.48,0.42,88,90,1.88,23.91,0.065,False
RES003678,2.62,2.91,0.36,54,55,2.29,18.9,0.09,True
RES003679,4.34,0.35,0.41,51,56,1.71,4.74,0.079,False
RES003680,9.54,1.79,1.42,46,54,2.36,12.6,0.026,False
RES003682,7.73,1.14,0.34,90,91,1.38,14.4,0.019,True
RES003683,6.55,3.36,1.59,49,56,1.43,20.24,0.054,True
RES003685,2.22,0.25,0.12,62,60,1.87,9.81,0.019,False
RES003686,9.18,3.83,0.65,28,24,2.38,14.43,0.044,True
RES003687,6.15,4.99,1.38,69,72,2.33,23.44,0.029,True
RES003689,7.68,1.18,0.02,42,51,2.32,24.56,0.063,True
RES003694,9.71,1.53,1.1,53,61,1.02,12.9,0.028,False
RES003696,2.89,1.99,1.92,82,90,1.78,8.44,0.048,False
RES003700,5.43,1.9,1.84,21,18,2.02,19.14,0.033,False
RES003704,3.98,3.33,0.05,35,32,1.25,1.5,0.08,False
RES003706,7.07,0.37,0.15,22,20,1.43,20.37,0.04,False
RES003707,3.16,0.77,1.32,37,35,1.55,10.46,0.076,True
RES003708,4.56,0.66,1.19,20,22,1.5,23.08,0.049,False
RES003709,5.14,0.55,0.21,38,47,1.81,14.77,0.096,True
RES003710,7.21,4.91,1.23,88,86,1.08,2.79,0.077,False
RES003711,2.69,0.09,1.59,83,90,1.05,23.97,0.018,True
RES003712,6.59,2.7,1.9,84,90,1.05,5.63,0.057,False
RES003714,5.27,3.79,1.93,52,51,1.6,16.49,0.026,True
RES003718,5.31,2.06,1.31,24,33,2.38,8.74,0.032,True
RES003720,5.58,0.66,1.24,90,91,2.07,14.48,0.04,False
RES003723,3.26,4.13,0.52,42,37,1.61,4.77,0.003,True
RES003724,6.87,1.17,0.74,80,90,1.79,2.71,0.057,False
RES003725,3.06,3.49,1.23,17,21,2.09,2.36,0.001,True
