Restaurant_ID,Average_menu_price,Most_common_cuisine,Average_delivery_time,Popularity_score,Estimated_value_score
RES003020,44.6,French,37,7.7,3.2
RES003021,70.96,Mediterranean,,81.8,5.6
RES003022,43.19,Japanese,,6.0,1.6
RES003023,30.67,Pizza,70,92.8,2.6
RES003024,47.17,Japanese,,91.6,2.6
RES003025,65.12,Brazilian,87,89.6,4.9
RES003026,18.18,Pizza,57,61.9,1.3
RES003027,87.72,Japanese,26,75.0,3.0
RES003028,87.29,Mexican,,49.5,7.4
RES003029,29.04,American,43,67.4,6.6
RES003030,63.4,American,,64.8,4.1
RES003031,39.13,Chinese,69,67.8,6.5
RES003032,95.37,Italian,,59.4,5.0
RES003033,49.21,Italian,69,24.1,4.9
RES003034,22.4,Indian,45,90.6,3.9
RES003035,44.2,Indian,91,9.2,7.2
RES003036,63.4,Thai,76,51.7,7.3
RES003037,28.46,Mediterranean,17,96.7,5.4
RES003038,18.43,Burger,25,61.0,4.2
RES003039,20.94,Japanese,,14.7,4.6
RES003040,22.68,Japanese,80,85.5,9.7
RES003041,82.48,Burger,,25.5,6.3
RES003042,81.32,Chinese,,11.4,1.4
RES003043,80.14,Burger,,77.8,3.2
RES003044,75.71,Pizza,81,54.3,6.2
RES003045,24.18,French,68,32.9,8.3
RES003046,47.24,Thai,,55.4,8.8
RES003047,98.42,American,79,58.7,4.0
RES003048,43.66,Burger,45,12.8,2.5
RES003049,92.06,Mexican,46,3.6,5.0
RES003050,97.91,American,,81.5,1.8
RES003051,82.34,Mediterranean,43,71.8,4.2
RES003052,100.55,Thai,85,82.0,8.4
RES003053,40.35,Italian,,39.1,6.0
RES003054,71.66,French,88,13.9,7.2
RES003055,93.53,Mexican,69,41.5,5.0
RES003056,25.34,Brazilian,75,75.8,3.1
RES003057,97.16,Mexican,21,87.0,3.6
RES003058,79.64,Chinese,,87.3,2.0
RES003059,86.91,Mediterranean,24,29.7,5.5
RES003060,24.94,French,38,26.4,4.4
RES003061,65.81,Indian,,72.6,2.8
RES003062,89.15,Brazilian,87,54.4,1.5
RES003063,60.34,Brazilian,83,52.6,9.2
RES003064,100.47,Pizza,,31.5,4.3
RES003065,21.01,American,88,53.5,7.0
RES003066,90.17,Italian,,62.4,0.1
RES003067,18.69,Mexican,,93.5,6.2
RES003068,70.76,Indian,,78.4,6.9
RES003069,20.86,American,69,96.3,7.1
RES003070,95.3,French,28,67.6,6.6
RES003071,27.8,Indian,30,89.5,6.1
RES003072,60.91,Japanese,,29.7,3.8
RES003073,64.24,Chinese,94,3.6,9.2
RES003074,85.33,Pizza,44,5.7,2.8
RES003075,55.3,Pizza,95,47.1,6.9
RES003076,98.88,Mexican,48,1.6,3.0
RES003077,64.0,French,55,91.9,0.2
RES003078,46.44,Mexican,73,86.9,5.8
RES003079,64.42,French,,95.5,5.0
RES003080,56.55,French,71,77.1,7.9
RES003081,18.65,French,67,77.9,4.2
RES003082,26.12,Thai,62,24.4,9.2
RES003083,91.93,Mediterranean,31,24.1,4.2
RES003084,75.81,Thai,71,66.3,4.0
RES003085,29.06,Indian,36,63.6,9.1
RES003086,46.03,Indian,59,17.7,8.6
RES003087,19.07,Thai,,42.0,6.4
RES003088,49.45,Mexican,,14.8,6.8
RES003089,59.89,American,56,57.9,5.8
RES003090,71.82,Indian,,30.7,7.4
RES003091,21.79,Burger,,47.6,6.7
RES003092,74.81,Brazilian,80,94.2,0.7
RES003093,104.39,Indian,,56.1,0.9
RES003094,71.75,Mexican,53,25.8,3.3
RES003095,20.8,Burger,85,88.7,4.3
RES003096,83.96,Burger,,64.0,5.3
RES003097,42.73,Burger,,30.6,0.3
RES003098,23.26,Mediterranean,61,50.2,9.0
RES003099,18.73,Mexican,82,17.7,9.2
RES003100,19.94,Japanese,,66.2,1.4
RES003101,82.07,Mexican,68,28.9,1.4
RES003102,25.3,Thai,49,70.0,8.9
RES003103,26.02,Chinese,,77.8,8.3
RES003104,80.21,American,85,99.5,3.3
RES003105,101.2,Brazilian,,34.3,1.2
RES003106,56.18,Burger,57,96.7,9.8
RES003107,26.31,Mexican,83,2.5,3.4
RES003108,84.03,Pizza,,53.7,0.3
RES003109,75.71,American,88,61.9,4.3
RES003110,23.17,American,80,60.9,2.3
RES003111,52.08,Mexican,,33.1,6.1
RES003112,45.18,Mediterranean,,2.6,8.2
RES003113,86.37,Mediterranean,,53.7,6.9
RES003114,90.18,Mexican,,70.2,2.4
RES003115,41.51,Mediterranean,39,57.7,3.1
RES003116,50.78,Burger,,77.6,1.8
RES003117,63.22,Mediterranean,,51.2,8.9
RES003118,51.81,American,,20.4,4.9
RES003119,32.88,Mexican,56,68.7,7.5
RES003120,48.79,Burger,20,85.9,7.5
RES003121,79.33,American,,99.8,8.6
RES003122,20.32,Pizza,55,29.2,7.9
RES003123,36.26,Italian,20,82.7,3.5
RES003124,73.02,Mexican,,43.6,3.0
RES003125,106.14,Chinese,73,22.4,4.2
RES003126,60.28,Brazilian,98,36.9,9.4
RES003127,22.91,French,86,78.1,7.4
RES003128,45.9,American,,7.8,5.7
RES003129,21.36,Indian,21,41.4,9.4
RES003130,48.97,Pizza,,40.1,9.6
RES003131,42.62,Indian,15,71.6,7.3
RES003132,95.0,American,,26.1,0.8
RES003133,72.62,Pizza,38,84.3,0.7
RES003134,70.66,Japanese,38,82.7,3.4
RES003135,59.01,Mexican,65,48.6,1.4
RES003136,69.97,Mexican,,74.3,9.0
RES003137,87.01,French,46,47.6,4.7
RES003138,57.03,Japanese,,87.4,1.2
RES003139,20.64,Pizza,34,63.7,9.3
RES003140,23.62,French,50,83.6,4.8
RES003141,26.5,Japanese,,52.0,4.6
RES003142,58.08,Burger,74,98.3,7.4
RES003143,72.2,French,,99.1,7.0
RES003144,24.0,Burger,71,64.9,5.4
RES003145,21.72,American,64,21.2,1.8
RES003146,82.59,Mexican,30,63.1,2.4
RES003147,20.26,Indian,52,2.8,0.5
RES003148,18.29,Mexican,24,98.3,2.9
RES003149,84.0,Burger,89,59.9,9.7
RES003150,91.84,Indian,,54.8,9.0
RES003151,80.81,Mexican,78,38.5,5.5
RES003152,82.56,Chinese,40,82.1,7.3
RES003153,20.71,Indian,88,42.9,9.2
RES003154,88.3,Pizza,84,53.7,5.4
RES003155,78.73,Italian,,1.0,5.7
RES003156,25.18,Chinese,,47.3,2.7
RES003157,53.4,Thai,40,77.9,4.8
RES003158,45.73,Burger,,92.3,6.3
RES003159,19.66,Japanese,56,62.9,7.8
RES003160,23.8,Burger,71,58.5,4.2
RES003161,40.62,Mexican,32,43.5,5.3
RES003162,98.02,American,,54.0,2.7
RES003163,67.75,Mexican,,67.2,8.8
RES003164,24.26,Mediterranean,21,57.6,5.0
RES003165,19.49,Mediterranean,52,34.8,2.7
RES003166,77.66,Mediterranean,58,0.9,5.6
RES003167,94.35,Italian,40,35.2,1.8
RES003168,85.21,Indian,,27.7,1.7
RES003169,55.29,Mexican,,58.3,4.6
RES003170,101.44,Chinese,84,90.9,7.5
RES003171,78.99,Chinese,,29.6,3.0
RES003172,24.38,American,,29.5,3.4
RES003173,76.29,American,38,33.7,4.1
RES003174,21.32,Indian,,74.5,0.6
RES003175,55.13,Mediterranean,,11.4,8.7
RES003176,84.79,Brazilian,,48.7,5.3
RES003177,75.45,Japanese,,46.8,8.4
RES003178,21.81,Chinese,81,96.0,3.3
RES003179,21.1,American,28,34.2,6.5
RES003180,56.59,Pizza,56,91.2,4.9
RES003181,73.65,Pizza,,61.1,9.0
RES003182,18.41,Japanese,62,55.5,9.2
RES003183,96.93,Indian,,24.0,2.9
RES003184,22.78,Burger,65,61.7,4.7
RES003185,48.16,Mexican,24,81.9,2.1
RES003186,85.75,Thai,66,42.7,6.6
RES003187,20.32,Mediterranean,62,39.6,2.3
RES003188,44.32,Thai,80,21.1,5.9
RES003189,94.08,Mediterranean,,67.9,5.4
RES003190,46.5,Mediterranean,,31.0,9.2
RES003191,77.17,Brazilian,51,43.4,1.3
RES003192,87.18,Mediterranean,85,69.1,0.4
RES003193,63.29,Japanese,,92.3,1.8
RES003194,65.93,Mediterranean,75,20.4,6.1
RES003195,79.04,Japanese,79,26.5,5.8
RES003196,88.09,Brazilian,,7.5,8.1
RES003197,42.08,American,69,24.2,2.7
RES003198,44.65,Mediterranean,42,22.9,7.0
RES003199,78.33,Indian,21,91.5,3.0
RES003200,86.61,Burger,56,36.5,9.0
RES003201,35.05,French,21,86.1,2.0
RES003202,21.64,Pizza,24,39.0,8.8
RES003203,94.17,Mexican,,48.9,2.6
RES003204,25.2,Burger,59,22.9,0.9
RES003205,98.45,American,40,52.4,0.1
RES003206,67.92,Pizza,,47.4,7.0
RES003207,24.43,Brazilian,44,58.5,9.4
RES003208,65.07,Burger,,13.5,5.3
RES003209,22.06,Pizza,93,43.2,7.7
RES003210,59.26,Mexican,21,88.3,5.5
RES003211,24.32,Brazilian,,42.3,3.0
RES003212,66.79,Mediterranean,82,63.3,9.4
RES003213,19.65,American,,95.0,0.5
RES003214,85.65,American,84,48.2,9.8
RES003215,46.4,Indian,81,83.7,4.0
RES003216,79.74,Italian,,10.5,5.2
RES003217,60.91,Mediterranean,56,63.9,1.9
RES003218,79.64,Burger,26,87.8,0.5
RES003219,47.4,Indian,27,85.5,8.6
RES003220,100.42,Brazilian,,1.3,2.4
RES003221,44.0,Thai,62,50.7,3.7
RES003222,18.07,Mexican,42,56.2,5.6
RES003223,47.4,Mediterranean,46,22.6,2.4
RES003224,80.77,Mexican,89,65.5,6.1
RES003225,63.85,Mediterranean,77,0.3,2.5
RES003226,21.48,Thai,58,23.3,4.7
RES003227,45.91,Japanese,,16.6,4.7
RES003228,74.34,Indian,66,81.3,8.8
RES003229,41.74,Italian,73,61.4,9.0
RES003230,87.71,Chinese,73,58.5,0.2
RES003231,82.47,Thai,,66.4,9.2
RES003232,21.15,Pizza,,58.5,6.1
RES003233,67.28,Chinese,,44.9,8.4
RES003234,91.79,Mexican,40,52.9,3.4
RES003235,29.04,Burger,,100.0,7.6
RES003236,26.4,Thai,49,12.3,9.2
RES003237,58.51,Mexican,53,79.0,5.4
RES003238,46.92,Mexican,44,20.0,8.8
RES003239,59.08,Chinese,71,76.8,9.1
RES003240,44.72,Thai,,31.2,8.4
RES003241,50.86,Indian,16,6.9,7.9
RES003242,25.09,Chinese,89,40.2,9.3
RES003243,64.46,Mexican,,67.5,2.5
RES003244,83.13,Japanese,,58.7,4.7
RES003245,26.81,Japanese,,99.8,7.2
RES003246,75.87,Burger,51,78.0,4.0
RES003247,45.5,Burger,54,41.7,6.0
RES003248,66.35,Mediterranean,35,68.4,7.3
RES003249,22.32,Chinese,67,62.1,5.3
RES003250,67.38,Mediterranean,,64.3,1.1
RES003251,22.91,Mexican,,87.0,7.9
RES003252,43.28,Mediterranean,78,55.7,0.0
RES003253,21.53,Italian,82,86.4,5.9
RES003254,94.25,French,,39.8,6.7
RES003255,67.51,Japanese,,34.4,1.6
RES003256,22.93,American,39,48.7,2.7
RES003257,19.66,Thai,45,68.3,2.8
RES003258,19.98,Thai,24,83.0,2.2
RES003259,20.14,Mexican,42,53.3,3.1
RES003260,81.83,Mexican,54,19.1,6.9
RES003261,65.31,Mediterranean,32,62.5,9.7
RES003262,99.82,Italian,28,91.3,5.7
RES003263,82.26,American,25,10.5,9.4
RES003264,44.24,Chinese,,93.0,5.5
RES003265,88.06,Burger,80,18.9,1.6
RES003266,23.51,Japanese,,50.9,0.8
RES003267,104.55,Mediterranean,31,60.2,9.8
RES003268,63.12,Mexican,43,70.0,2.1
RES003269,60.34,Burger,89,98.7,7.2
RES003270,48.2,Thai,,97.9,9.4
RES003271,52.92,Pizza,59,20.0,3.9
RES003272,32.41,Indian,,22.7,4.7
RES003273,26.01,American,95,77.1,6.6
RES003274,71.62,Pizza,80,88.0,6.3
RES003275,26.53,Thai,39,89.8,2.9
RES003276,59.98,Pizza,43,42.1,7.7
RES003277,51.78,Indian,54,90.8,5.1
RES003278,49.66,Indian,,50.4,1.2
RES003279,65.9,Brazilian,75,5.7,3.0
RES003280,71.63,Burger,,39.0,3.6
RES003281,92.5,American,,68.9,3.5
RES003282,56.8,Burger,,11.6,8.2
RES003283,53.87,Mediterranean,,36.5,5.1
RES003284,74.93,Mexican,,89.1,5.7
RES003285,41.95,Pizza,32,76.7,6.4
RES003286,93.29,Italian,,80.6,3.7
RES003287,108.69,Mexican,73,43.2,1.6
RES003288,22.15,American,85,51.8,4.2
RES003289,63.78,Chinese,41,32.6,7.7
RES003290,19.07,Pizza,74,9.7,7.7
RES003291,48.08,Thai,84,17.1,8.2
RES003292,27.5,Burger,62,19.9,0.5
RES003293,56.46,Burger,,48.8,1.4
RES003294,103.54,French,,18.1,0.8
RES003295,96.44,American,59,43.3,3.4
RES003296,44.35,French,,4.6,8.1
RES003297,85.48,Italian,66,84.5,8.5
RES003298,20.37,Brazilian,76,29.5,0.9
RES003299,49.02,Italian,84,3.0,6.1
RES003300,20.86,Brazilian,,6.9,2.0
RES003301,99.06,Mexican,65,90.1,1.6
RES003302,19.79,American,82,60.1,6.3
RES003303,17.68,Japanese,75,89.9,7.3
RES003304,88.34,Chinese,,79.6,9.1
RES003305,38.33,Thai,,79.3,8.8
RES003306,100.09,Brazilian,42,17.3,7.2
RES003307,42.39,Japanese,63,76.8,9.9
RES003308,73.24,Burger,,15.6,5.5
RES003309,56.29,French,16,40.9,3.5
RES003310,51.5,Chinese,44,44.9,7.1
RES003311,38.81,Burger,,11.5,5.6
RES003312,26.68,Thai,,41.7,6.7
RES003313,25.5,Chinese,33,94.8,4.8
RES003314,43.76,French,,7.5,2.3
RES003315,102.87,Mexican,,86.6,8.6
RES003316,65.0,Chinese,,9.5,1.8
RES003317,54.37,French,33,13.7,4.6
RES003318,21.91,Japanese,73,51.9,8.9
RES003319,20.74,Pizza,86,95.1,8.8
RES003320,85.27,Brazilian,42,70.1,2.3
RES003321,41.63,Chinese,29,33.6,2.6
RES003322,41.25,French,50,59.1,4.0
RES003323,63.25,Indian,76,44.2,4.7
RES003324,54.36,Mediterranean,52,95.0,5.2
RES003325,59.01,Burger,31,48.0,3.8
RES003326,100.02,Italian,28,99.7,5.4
RES003327,101.1,French,77,19.2,2.6
RES003328,67.13,Burger,,84.4,3.9
RES003329,64.33,Japanese,,20.3,4.0
RES003330,53.5,American,52,43.9,6.1
RES003331,25.03,Indian,32,85.4,6.9
RES003332,58.1,Thai,36,45.0,4.9
RES003333,72.32,French,84,92.6,1.1
RES003334,53.46,Burger,69,37.3,6.5
RES003335,24.16,American,,62.5,2.3
RES003336,75.19,Pizza,90,16.7,0.6
RES003337,22.27,Indian,27,70.9,1.8
RES003338,64.89,Thai,45,2.6,7.0
RES003339,47.41,Thai,46,96.0,0.4
RES003340,21.48,French,54,47.0,4.3
RES003341,22.47,French,,72.0,2.6
RES003342,29.84,Thai,,46.7,5.0
RES003343,63.0,Thai,30,50.2,6.3
RES003344,18.29,Chinese,,59.9,4.3
RES003345,113.56,Indian,36,13.4,5.2
RES003346,24.68,Mediterranean,53,59.4,0.2
RES003347,22.51,French,39,14.5,5.9
RES003348,108.16,Brazilian,,22.4,7.6
RES003349,22.0,Thai,43,26.6,9.4
RES003350,21.98,Mexican,,23.9,9.9
RES003351,79.48,French,,59.4,8.8
RES003352,43.69,French,,71.6,9.9
RES003353,14.73,Japanese,75,42.0,8.2
RES003354,76.56,Japanese,,67.9,6.0
RES003355,72.74,American,58,56.7,1.8
RES003356,74.89,Pizza,20,9.5,9.2
RES003357,69.78,Chinese,66,86.6,2.1
RES003358,86.14,Mexican,,85.3,9.0
RES003359,66.2,Brazilian,,2.6,0.7
RES003360,111.05,Pizza,,15.5,0.1
RES003361,77.88,Italian,,15.6,0.6
RES003362,76.63,American,98,30.6,0.3
RES003363,26.8,Indian,82,46.4,4.8
RES003364,43.36,Indian,,74.9,7.1
RES003365,22.77,Indian,,24.1,4.0
RES003366,50.39,Mexican,66,45.4,2.9
RES003367,87.44,Italian,,46.7,9.7
RES003368,103.04,French,,17.5,4.9
RES003369,72.27,Chinese,,17.7,8.8
RES003370,60.69,Thai,,54.2,9.5
RES003371,70.3,Burger,65,81.0,5.0
RES003372,39.61,Mediterranean,50,98.0,2.5
RES003373,46.41,Pizza,,53.2,5.9
RES003374,47.37,Chinese,55,1.1,5.6
RES003375,75.48,Mediterranean,47,5.5,4.9
RES003376,51.23,Mediterranean,,37.0,9.8
RES003377,49.88,Italian,,40.9,0.8
RES003378,71.03,Burger,55,80.1,7.6
RES003379,55.67,Chinese,,52.9,1.2
RES003380,82.45,Indian,,41.6,2.4
RES003381,22.51,Italian,57,48.0,5.9
RES003382,56.44,Chinese,87,51.0,9.0
RES003383,92.83,French,60,99.9,8.7
RES003384,55.09,Japanese,95,95.8,2.2
RES003385,23.3,American,18,58.6,8.5
RES003386,51.58,Thai,75,74.1,8.9
RES003387,46.76,Pizza,55,21.8,2.2
RES003388,51.08,Japanese,23,17.4,8.1
RES003389,92.32,Japanese,35,72.3,5.1
RES003390,74.28,Japanese,59,73.6,7.7
RES003391,66.93,Thai,,59.3,8.8
RES003392,19.06,Mediterranean,,81.7,3.3
RES003393,31.57,Brazilian,,51.1,9.9
RES003394,46.08,Pizza,69,53.4,0.3
RES003395,52.28,Chinese,,77.3,6.5
RES003396,96.98,American,83,62.0,3.6
RES003397,92.88,Mediterranean,63,60.4,5.9
RES003398,21.87,Chinese,60,22.9,0.3
RES003399,65.85,Italian,,91.7,9.1
RES003400,42.07,Mexican,,78.5,2.4
RES003401,26.23,Indian,93,31.2,8.2
RES003402,46.5,Italian,,47.9,7.8
RES003403,21.09,Mediterranean,91,3.1,1.7
RES003404,19.06,Indian,43,69.9,7.2
RES003405,53.19,Thai,,94.2,5.6
RES003406,58.25,American,,0.8,3.8
RES003407,19.35,Burger,,49.5,5.1
RES003408,81.35,Thai,,43.9,7.7
RES003409,49.57,Italian,,67.4,4.4
RES003410,24.01,American,59,53.7,0.7
RES003411,65.0,Mexican,26,78.9,0.6
RES003412,48.3,Chinese,79,94.6,6.6
RES003413,88.34,Pizza,40,51.9,1.6
RES003414,26.87,Chinese,,54.7,2.6
RES003415,44.72,French,47,49.9,8.1
RES003416,93.09,Indian,83,8.3,6.3
RES003417,50.05,Indian,65,48.1,2.5
RES003418,101.28,Thai,63,13.8,5.0
RES003419,75.51,American,91,48.6,0.9
RES003420,49.57,Burger,,30.3,1.3
RES003421,62.17,Thai,48,70.8,6.5
RES003422,44.64,American,,37.4,6.7
RES003423,51.35,Brazilian,100,29.4,4.3
RES003424,83.84,Indian,54,99.5,4.3
RES003425,78.99,Italian,,44.8,0.9
RES003426,105.15,Chinese,56,40.8,4.0
RES003427,87.64,French,92,47.6,7.8
RES003428,53.01,Indian,94,23.7,1.0
RES003429,112.73,Mediterranean,59,81.0,2.7
RES003430,53.95,Italian,18,73.2,0.4
RES003431,23.23,Japanese,42,39.7,1.2
RES003432,42.07,Japanese,,75.7,0.8
RES003433,55.97,Mexican,,5.2,8.6
RES003434,65.41,Mediterranean,29,43.1,8.6
RES003435,94.86,Italian,80,59.3,3.9
RES003436,19.44,Brazilian,58,42.2,5.0
RES003437,37.03,Thai,,60.9,5.0
RES003438,84.14,Mediterranean,92,9.3,7.9
RES003439,63.03,Italian,89,9.6,7.5
RES003440,55.24,French,84,94.5,8.9
RES003441,75.77,Mediterranean,,47.2,7.4
RES003442,93.23,Chinese,95,38.6,7.0
RES003443,22.44,Burger,,54.2,6.5
RES003444,95.13,Burger,58,1.3,4.1
RES003445,51.36,Brazilian,91,83.4,6.1
RES003446,86.35,Chinese,,36.3,0.8
RES003447,35.61,Mediterranean,,19.5,1.7
RES003448,19.91,American,88,78.3,2.9
RES003449,26.02,Mediterranean,,14.5,3.0
RES003450,35.52,Mediterranean,39,91.0,3.9
RES003451,36.6,American,88,61.3,2.5
RES003452,101.24,Mexican,79,71.9,5.4
RES003453,20.61,Brazilian,37,19.3,7.2
RES003454,82.61,American,57,35.7,8.0
RES003455,64.47,Indian,,38.2,7.0
RES003456,90.48,Brazilian,,26.2,7.7
RES003457,41.05,Japanese,,28.6,5.5
RES003458,36.16,Italian,,45.6,5.7
RES003459,21.76,Italian,81,99.7,3.8
RES003460,65.47,Brazilian,63,34.7,10.0
RES003461,68.89,Japanese,91,52.9,5.1
RES003462,21.34,Burger,78,43.0,9.7
RES003463,37.51,American,,77.4,2.4
RES003464,51.76,American,21,32.3,1.6
RES003465,60.72,French,63,74.5,9.3
RES003466,26.38,Mexican,,62.7,2.0
RES003467,45.88,Italian,24,19.9,2.2
RES003468,44.4,Thai,73,22.8,4.2
RES003469,21.83,Burger,83,14.3,7.3
RES003470,107.13,French,70,73.1,8.0
RES003471,23.1,Chinese,37,50.4,5.3
RES003472,17.8,Mexican,,63.1,2.2
RES003473,47.08,Indian,89,11.8,5.1
RES003474,48.52,French,,3.1,5.3
RES003475,26.26,American,16,78.3,0.1
RES003476,46.61,Burger,75,3.6,4.5
RES003477,64.78,French,,74.9,9.9
RES003478,49.07,French,50,12.9,0.3
RES003479,23.34,Brazilian,,70.8,1.3
RES003480,20.07,Indian,81,16.9,0.1
RES003481,20.74,Brazilian,45,26.9,0.5
RES003482,19.69,Brazilian,65,93.1,3.0
RES003483,17.29,American,70,64.7,6.9
RES003484,74.04,French,,45.5,0.7
RES003485,72.02,Japanese,40,38.1,7.7
RES003486,44.74,French,59,13.5,3.1
RES003487,72.38,Mexican,,5.0,6.8
RES003488,109.66,Chinese,,50.6,2.4
RES003489,59.69,American,22,37.9,8.5
RES003490,21.6,Italian,84,13.5,9.8
RES003491,46.1,Mexican,35,44.3,8.7
RES003492,47.58,Chinese,83,97.5,6.5
RES003493,108.84,French,32,38.3,3.3
RES003494,97.91,Japanese,,69.4,5.2
RES003495,93.49,American,,5.7,4.3
RES003496,26.4,Brazilian,47,21.3,2.6
RES003497,93.9,Japanese,,50.3,5.0
RES003498,67.12,Italian,50,45.1,1.9
RES003499,72.58,Pizza,61,37.2,6.4
RES003500,92.27,Pizza,16,23.3,7.4
RES003501,22.96,Burger,,98.4,8.8
RES003502,64.35,Burger,,42.7,6.2
RES003503,74.77,Burger,50,85.6,1.6
RES003504,47.86,Italian,21,78.4,7.1
RES003505,19.54,French,,90.0,4.0
RES003506,26.89,Burger,83,77.5,6.2
RES003507,58.18,Mexican,60,19.8,1.9
RES003508,36.01,Pizza,,66.5,5.4
RES003509,41.72,Pizza,66,32.7,1.1
RES003510,66.48,Pizza,80,9.5,2.0
RES003511,18.78,Thai,,66.9,7.2
RES003512,66.17,Italian,37,79.2,2.9
RES003513,39.12,French,78,50.3,8.6
RES003514,25.88,Brazilian,74,30.4,7.4
RES003515,76.37,Mediterranean,,86.6,2.9
RES003516,34.67,Pizza,70,61.1,4.1
RES003517,103.5,Mediterranean,,95.9,4.3
RES003518,83.84,Italian,61,1.4,9.4
RES003519,25.51,Indian,25,57.2,7.4
RES003520,93.98,Mediterranean,,33.3,2.3
RES003521,62.31,Italian,80,16.8,3.2
RES003522,74.85,Chinese,,30.2,8.8
RES003523,82.9,French,31,41.8,1.7
RES003524,41.28,Chinese,79,6.6,1.8
RES003525,23.11,Thai,52,69.0,8.4
RES003526,42.47,Thai,,43.1,4.2
RES003527,37.51,Thai,39,31.9,4.0
RES003528,71.35,French,39,32.2,6.9
RES003529,21.3,Chinese,63,88.7,1.6
RES003530,83.82,Mexican,,99.7,1.0
RES003531,89.03,American,51,42.3,3.4
RES003532,24.36,Brazilian,,2.0,9.0
RES003533,26.37,Italian,,77.0,9.7
RES003534,21.88,Thai,,76.8,7.2
RES003535,48.11,Italian,,83.7,9.9
RES003536,85.37,Pizza,,25.4,4.2
RES003537,62.7,Japanese,19,68.7,10.0
RES003538,106.85,Mexican,61,54.5,7.6
RES003539,83.44,Burger,,60.4,8.2
RES003540,67.21,Thai,,55.9,0.4
RES003541,50.15,Brazilian,85,80.9,9.6
RES003542,61.67,Mexican,39,41.9,8.1
RES003543,36.43,Japanese,,27.8,7.8
RES003544,100.85,Indian,30,43.1,7.3
RES003545,70.67,Thai,49,9.9,6.1
RES003546,17.58,Pizza,79,91.4,7.7
RES003547,62.26,Japanese,94,83.6,8.9
RES003548,73.84,Pizza,44,98.7,4.9
RES003549,73.66,American,49,31.1,6.0
RES003550,54.47,Mexican,71,60.3,1.6
RES003551,30.25,Brazilian,39,66.9,5.5
RES003552,44.26,Italian,58,63.9,4.1
RES003553,56.61,Italian,62,61.8,0.7
RES003554,86.4,Japanese,95,14.3,5.2
RES003555,59.77,Italian,,15.3,3.4
RES003556,21.24,Thai,,24.9,6.8
RES003557,17.91,Indian,,40.9,0.6
RES003558,72.22,Japanese,,27.5,9.5
RES003559,92.86,Brazilian,88,22.4,8.2
RES003560,40.87,Mediterranean,66,17.2,7.7
RES003561,70.35,Pizza,,57.6,1.3
RES003562,45.3,French,,31.5,0.1
RES003563,59.02,Thai,22,42.5,6.6
RES003564,67.25,Thai,,90.3,6.1
RES003565,99.44,Mexican,31,49.4,4.8
RES003566,77.79,Pizza,,46.4,4.7
RES003567,18.72,Thai,67,2.7,6.2
RES003568,23.17,Burger,79,67.5,5.1
RES003569,79.32,Japanese,,24.1,6.6
RES003570,95.49,Brazilian,46,85.6,8.2
RES003571,51.7,American,31,41.8,3.2
RES003572,40.44,Pizza,,64.4,5.0
RES003573,48.38,Thai,,54.1,5.3
RES003574,50.1,Italian,24,91.8,3.0
RES003575,28.66,Japanese,59,84.3,4.4
RES003576,67.98,Burger,69,56.0,6.9
RES003577,63.62,Burger,,32.9,8.7
RES003578,87.01,Chinese,,57.4,4.5
RES003579,62.37,Mediterranean,53,25.5,9.3
RES003580,81.15,Pizza,52,17.8,1.5
RES003581,21.28,Chinese,43,49.7,9.8
RES003582,118.89,Mediterranean,,50.8,8.1
RES003583,21.43,Thai,68,84.3,5.4
RES003584,52.08,Mexican,58,69.4,1.0
RES003585,103.63,Mexican,,76.0,9.3
RES003586,70.68,Mediterranean,58,49.5,9.4
RES003587,30.59,Brazilian,20,82.4,4.3
RES003588,88.64,American,20,79.1,3.3
RES003589,49.66,Brazilian,,46.3,5.3
RES003590,59.63,Brazilian,,62.6,0.5
RES003591,76.39,Mediterranean,52,24.2,4.1
RES003592,72.71,Brazilian,41,61.0,4.2
RES003593,45.94,Burger,83,16.9,4.6
RES003594,92.93,Italian,27,48.3,5.0
RES003595,64.23,Japanese,11,46.7,9.1
RES003596,80.12,Thai,32,51.3,8.6
RES003597,74.25,Mediterranean,84,46.5,9.0
RES003598,69.72,Mexican,,52.6,0.3
RES003599,82.38,Italian,31,34.8,6.3
RES003600,53.91,Chinese,,25.4,7.9
RES003601,25.51,Brazilian,60,14.8,3.3
RES003602,69.07,Pizza,,87.1,4.1
RES003603,20.13,Thai,33,83.3,4.2
RES003604,66.14,Mexican,53,19.4,3.8
RES003605,28.73,Japanese,,22.5,7.8
RES003606,67.26,Mexican,29,94.5,3.3
RES003607,65.95,Japanese,64,48.7,3.0
RES003608,33.74,American,,2.4,0.2
RES003609,87.16,French,45,58.7,3.8
RES003610,62.33,Italian,59,71.7,8.7
RES003611,21.43,American,42,31.0,8.8
RES003612,39.15,Italian,,98.9,9.9
RES003613,77.1,Brazilian,,74.2,3.2
RES003614,90.82,Mexican,58,80.7,3.4
RES003615,41.14,Mediterranean,26,39.2,4.8
RES003616,21.28,Japanese,50,45.6,7.7
RES003617,20.14,Indian,92,24.9,0.6
RES003618,74.87,Burger,,98.2,9.8
RES003619,60.78,Italian,,49.1,2.9
RES003620,51.32,Chinese,32,76.5,3.7
RES003621,100.26,Japanese,90,58.4,1.1
RES003622,66.12,Japanese,,64.1,4.4
RES003623,46.66,Indian,54,13.3,8.5
RES003624,46.62,Pizza,85,15.1,8.0
